Date,Series,Value
1/2/22,FOXNEWS,1.0268
1/3/22,FOXNEWS,1.5973
1/4/22,FOXNEWS,0.3322
1/5/22,FOXNEWS,0.0713
1/6/22,FOXNEWS,0.0709
1/7/22,FOXNEWS,0.0473
1/8/22,FOXNEWS,0.0488
1/9/22,FOXNEWS,0.4133
1/10/22,FOXNEWS,1.5677
1/11/22,FOXNEWS,0.6065
1/12/22,FOXNEWS,0.0945
1/13/22,FOXNEWS,0.296
1/14/22,FOXNEWS,1.4029
1/15/22,FOXNEWS,0.7798
1/16/22,FOXNEWS,0.2336
1/17/22,FOXNEWS,0.6357
1/18/22,FOXNEWS,0.6878
1/19/22,FOXNEWS,2.3724
1/20/22,FOXNEWS,3.6766
1/21/22,FOXNEWS,6.3855
1/22/22,FOXNEWS,4.9294
1/23/22,FOXNEWS,7.0648
1/24/22,FOXNEWS,8.8034
1/25/22,FOXNEWS,7.8923
1/26/22,FOXNEWS,4.6027
1/27/22,FOXNEWS,3.6175
1/28/22,FOXNEWS,3.5475
1/29/22,FOXNEWS,4.3762
1/30/22,FOXNEWS,6.1264
1/31/22,FOXNEWS,5.2126
2/1/22,FOXNEWS,2.5547
2/2/22,FOXNEWS,2.603
2/3/22,FOXNEWS,2.7619
2/4/22,FOXNEWS,1.411
2/5/22,FOXNEWS,3.1083
2/6/22,FOXNEWS,3.4833
2/7/22,FOXNEWS,5.8604
2/8/22,FOXNEWS,2.5705
2/9/22,FOXNEWS,1.7796
2/10/22,FOXNEWS,1.2264
2/11/22,FOXNEWS,5.0146
2/12/22,FOXNEWS,6.8187
2/13/22,FOXNEWS,4.8889
2/14/22,FOXNEWS,6.456
2/15/22,FOXNEWS,5.8877
2/16/22,FOXNEWS,5.1131
2/17/22,FOXNEWS,3.9251
2/18/22,FOXNEWS,6.0206
2/19/22,FOXNEWS,6.7451
2/20/22,FOXNEWS,6.8116
2/21/22,FOXNEWS,10.2528
2/22/22,FOXNEWS,11.9272
2/23/22,FOXNEWS,10.9949
2/24/22,FOXNEWS,22.2623
2/25/22,FOXNEWS,19.5608
2/26/22,FOXNEWS,21.4104
2/27/22,FOXNEWS,17.9976
2/28/22,FOXNEWS,18.2883
3/1/22,FOXNEWS,17.9674
3/2/22,FOXNEWS,15.6164
3/3/22,FOXNEWS,16.4732
3/4/22,FOXNEWS,18.9158
3/5/22,FOXNEWS,17.7559
3/6/22,FOXNEWS,20.2622
3/7/22,FOXNEWS,16.3112
3/8/22,FOXNEWS,16.813
3/9/22,FOXNEWS,15.5093
3/10/22,FOXNEWS,16.9227
3/11/22,FOXNEWS,15.3863
3/12/22,FOXNEWS,15.2089
3/13/22,FOXNEWS,14.8387
3/14/22,FOXNEWS,13.3213
3/15/22,FOXNEWS,17.0886
3/16/22,FOXNEWS,15.011
3/17/22,FOXNEWS,13.4215
3/18/22,FOXNEWS,12.4063
3/19/22,FOXNEWS,12.9858
3/20/22,FOXNEWS,14.5945
3/21/22,FOXNEWS,11.4202
3/22/22,FOXNEWS,7.583
3/23/22,FOXNEWS,7.9021
3/24/22,FOXNEWS,12.635
3/25/22,FOXNEWS,10.532
3/26/22,FOXNEWS,13.9369
3/27/22,FOXNEWS,12.0123
3/28/22,FOXNEWS,11.4785
3/29/22,FOXNEWS,7.8763
3/30/22,FOXNEWS,8.6184
3/31/22,FOXNEWS,7.4058
4/1/22,FOXNEWS,6.7448
4/2/22,FOXNEWS,11.5801
4/3/22,FOXNEWS,8.5849
4/4/22,FOXNEWS,8.833
4/5/22,FOXNEWS,6.6284
4/6/22,FOXNEWS,7.0083
4/7/22,FOXNEWS,4.6704
4/8/22,FOXNEWS,4.9747
4/9/22,FOXNEWS,7.7504
4/10/22,FOXNEWS,6.8639
4/11/22,FOXNEWS,5.2122
4/12/22,FOXNEWS,3.1403
4/13/22,FOXNEWS,3.0202
4/14/22,FOXNEWS,4.2068
4/15/22,FOXNEWS,4.4061
4/16/22,FOXNEWS,4.7385
4/17/22,FOXNEWS,5.1503
4/18/22,FOXNEWS,4.741
4/19/22,FOXNEWS,3.0255
4/20/22,FOXNEWS,2.8597
4/21/22,FOXNEWS,4.2073
4/22/22,FOXNEWS,4.0471
4/23/22,FOXNEWS,3.3666
4/24/22,FOXNEWS,3.6186
4/25/22,FOXNEWS,7.3838
4/26/22,FOXNEWS,4.0337
4/27/22,FOXNEWS,2.6734
4/28/22,FOXNEWS,4.0426
4/29/22,FOXNEWS,3.7045
4/30/22,FOXNEWS,2.3895
5/1/22,FOXNEWS,3.8187
5/2/22,FOXNEWS,3.2182
5/3/22,FOXNEWS,2.981
5/4/22,FOXNEWS,1.3193
5/5/22,FOXNEWS,1.7728
5/6/22,FOXNEWS,1.6923
5/7/22,FOXNEWS,1.8692
5/8/22,FOXNEWS,3.4563
5/9/22,FOXNEWS,5.0577
5/10/22,FOXNEWS,2.9821
5/11/22,FOXNEWS,2.7771
5/12/22,FOXNEWS,3.3267
5/13/22,FOXNEWS,2.4283
5/14/22,FOXNEWS,1.9375
5/15/22,FOXNEWS,2.1958
5/16/22,FOXNEWS,1.6816
5/17/22,FOXNEWS,0.9464
5/18/22,FOXNEWS,1.405
5/19/22,FOXNEWS,1.996
5/20/22,FOXNEWS,2.2661
5/21/22,FOXNEWS,1.823
5/22/22,FOXNEWS,1.9275
5/23/22,FOXNEWS,2.8833
5/24/22,FOXNEWS,1.4072
5/25/22,FOXNEWS,0.7641
5/26/22,FOXNEWS,0.7066
5/27/22,FOXNEWS,0.7697
5/28/22,FOXNEWS,0.9132
5/29/22,FOXNEWS,1.5129
5/30/22,FOXNEWS,2.5519
5/31/22,FOXNEWS,2.455
6/1/22,FOXNEWS,1.1014
6/2/22,FOXNEWS,1.0031
6/3/22,FOXNEWS,1.5968
6/4/22,FOXNEWS,2.2502
6/5/22,FOXNEWS,1.3948
6/6/22,FOXNEWS,1.7278
6/7/22,FOXNEWS,0.8114
6/8/22,FOXNEWS,0.421
6/9/22,FOXNEWS,1.0593
